"@odata.type","Id","Name","Active","Type","TypeDisplayText","LevelName","ApplicationName","UpdatedDate","UpdatedBy"
"#EntityModel.LightNotification","104","Notification 2: Exception In Review","False","Subscription","Subscription Notification","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","105","Notification 8: Extension Request Submitted","False","Subscription","Subscription Notification","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","106","Notification 1: App Assessment Creation","False","Subscription","Subscription Notification","Application Assessment","Application Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","107","Notification 2: App Assessment Awaiting Review","False","Subscription","Subscription Notification","Application Assessment","Application Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","108","Notification 3: App Assessment Rejections","False","Subscription","Subscription Notification","Application Assessment","Application Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","110","Notification 1: Information Assessment Creation","False","Subscription","Subscription Notification","Information Asset Assessment","Information Asset Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","111","Notification 2: Information Assessment Awaiting Review","False","Subscription","Subscription Notification","Information Asset Assessment","Information Asset Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","112","Notification 3: Information Assessment Rejection","False","Subscription","Subscription Notification","Information Asset Assessment","Information Asset Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","114","Notification 1: Device Assessment Creation","False","Subscription","Subscription Notification","Device Assessment","Device Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","115","Notification 2: Device Assessment Awaiting Review","False","Subscription","Subscription Notification","Device Assessment","Device Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","116","Notification 3: Device Assessment Rejection","False","Subscription","Subscription Notification","Device Assessment","Device Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","118","Notification 1: Facility Assessment Creation","False","Subscription","Subscription Notification","Facility Assessment","Facility Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","119","Notification 2: Facility Assessment Awaiting Review","False","Subscription","Subscription Notification","Facility Assessment","Facility Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","120","Notification 3: Facility Assessment Rejection","False","Subscription","Subscription Notification","Facility Assessment","Facility Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","154","Notification 1: IA Customer Survey Creation","False","Subscription","Subscription Notification","Internal Audit Customer Survey","Internal Audit Customer Survey","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","155","Notification 2: IA Customer Survey Awaiting Review","False","Subscription","Subscription Notification","Internal Audit Customer Survey","Internal Audit Customer Survey","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","156","Notification 3: IA Customer Survey Rejection","False","Subscription","Subscription Notification","Internal Audit Customer Survey","Internal Audit Customer Survey","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","158","Notification 1: Risk Assessment Creation","False","Subscription","Subscription Notification","Risk Assessment","Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","159","Notification 2: Risk Assessment Awaiting Review","False","Subscription","Subscription Notification","Risk Assessment","Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","160","Notification 3: Risk Assessment Rejection","False","Subscription","Subscription Notification","Risk Assessment","Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","183","Notification 1: Exception Expiration Approaching","True","Subscription","Subscription Notification","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","184","Notification 2: Expired Exception","True","Subscription","Subscription Notification","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","185","Notification 4: Operating Test Results Reminder","False","Subscription","Subscription Notification","Operating Test Results","Operating Test Results","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","188","Notification 4: CSA Reminder","False","Subscription","Subscription Notification","Control Self Assessments","Control Self Assessments","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","189","Notification 4: Design Test Reminder","False","Subscription","Subscription Notification","Design Test Results","Design Test Results","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","190","Notification 2: Task Reminder","False","Subscription","Subscription Notification","Task Management","Task Management","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","196","Notification 1: Reminder Expected Response Date","False","Subscription","Subscription Notification","Risk Register","Risk Register","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","197","Notification 3: Expected Remediation Date Reminder","False","Subscription","Subscription Notification","Remediation Plans","Remediation Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","198","Notification 4: Fraud Assessment Reminder","False","Subscription","Subscription Notification","Fraud Assessment","Fraud Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","199","Notification 4: Application Assessment Reminder","False","Subscription","Subscription Notification","Application Assessment","Application Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","200","Notification 4: Information Assessment Reminder","False","Subscription","Subscription Notification","Information Asset Assessment","Information Asset Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","201","Notification 4: Device Assessment Reminder","False","Subscription","Subscription Notification","Device Assessment","Device Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","202","Notification 4: Facility Assessment Reminder","False","Subscription","Subscription Notification","Facility Assessment","Facility Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","203","Notification 4: Risk Assessment Reminder","False","Subscription","Subscription Notification","Risk Assessment","Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","204","Notification 4: IA Customer Survey Reminder","False","Subscription","Subscription Notification","Internal Audit Customer Survey","Internal Audit Customer Survey","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","205","New Policy Change Request","False","Subscription","Subscription Notification","Change Requests","Change Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","206","Policy Change In Process","False","Subscription","Subscription Notification","Change Requests","Change Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","207","Deadline Date Approaching","False","Subscription","Subscription Notification","Change Requests","Change Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","208","Policy Change Completed","False","Subscription","Subscription Notification","Change Requests","Change Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","209","Policy Change Request Denied","False","Subscription","Subscription Notification","Change Requests","Change Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","210","Notification - New Vulnerability Scan Results Created","False","Subscription","Subscription Notification","Vulnerability Scan Results","Vulnerability Scan Results","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","211","Notification - New Vulnerabilities Created","False","Subscription","Subscription Notification","Vulnerability Library","Vulnerability Library","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","213","Notification - New Malicious Code Created","False","Subscription","Subscription Notification","Malicious Code","Malicious Code","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","214","Notification - New Technology Versions Created","False","Subscription","Subscription Notification","Technology Versions","Technologies","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","215","Scan Past Due","False","Subscription","Subscription Notification","Vulnerability Scans","Vulnerability Scan Definition","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","216","Scan Request End Date Approaching","False","Subscription","Subscription Notification","Vulnerability Scans","Vulnerability Scan Definition","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","217","Threat Analysis Complete","False","Subscription","Subscription Notification","Threat Project","Threat Project","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","218","New Scan Request","False","Subscription","Subscription Notification","Vulnerability Scan Requests","Vulnerability Scan Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","219","Scan Request Approved","False","Subscription","Subscription Notification","Vulnerability Scan Requests","Vulnerability Scan Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","220","Scan Request Denied","False","Subscription","Subscription Notification","Vulnerability Scan Requests","Vulnerability Scan Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","221","Scan Request Implemented","False","Subscription","Subscription Notification","Vulnerability Scan Requests","Vulnerability Scan Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","228","Notification 3: BIA Review Expiry","False","Subscription","Subscription Notification","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","229","Notification 4: BIA Approval","False","Subscription","Subscription Notification","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","230","Notification 2: Next Review Date Approaching","False","Subscription","Subscription Notification","BCM Risk Register","BCM Risk Register","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","231","Notification 1: BCM Risk Next Review Date Reached","False","Subscription","Subscription Notification","BCM Risk Register","BCM Risk Register","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","234","Notification 1: Plan Rejection","False","Subscription","Subscription Notification","BC/DR Plans","BC/DR Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","235","Notification 2: Plan Awaiting Review","False","Subscription","Subscription Notification","BC/DR Plans","BC/DR Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","236","Notification 3: Next Review Required","False","Subscription","Subscription Notification","BC/DR Plans","BC/DR Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","237","Notification 4: Next Planned Test","False","Subscription","Subscription Notification","BC/DR Plans","BC/DR Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","238","Notification 5: BCP Approval","False","Subscription","Subscription Notification","BC/DR Plans","BC/DR Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","239","Notification 1: BC DR Test Rejection","False","Subscription","Subscription Notification","Testing/Exercise","Testing/Exercise","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","240","Notification 2: BC DR Test Awaiting Review","False","Subscription","Subscription Notification","Testing/Exercise","Testing/Exercise","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","241","Notification 3: BC DR Test Approval","False","Subscription","Subscription Notification","Testing/Exercise","Testing/Exercise","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","242","Notification 4: Testing/Exercise Notification","False","Subscription","Subscription Notification","Testing/Exercise","Testing/Exercise","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","243","Notify Crisis Response Team","False","Subscription","Subscription Notification","Testing/Exercise","Testing/Exercise","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","244","Notify Event Response Team (Notification)","False","Subscription","Subscription Notification","Crisis Events","Crisis Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","245","New Threat Assessment","False","Subscription","Subscription Notification","Threat Assessment","Threat Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","246","Threat Assessment Awaiting Review","False","Subscription","Subscription Notification","Threat Assessment","Threat Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","247","Threat Assessment Rejection","False","Subscription","Subscription Notification","Threat Assessment","Threat Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","248","Threat Assessment Approved","False","Subscription","Subscription Notification","Threat Assessment","Threat Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","249","Threat Assessment Reminder","False","Subscription","Subscription Notification","Threat Assessment","Threat Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","250","Threat Assessment Findings","False","Subscription","Subscription Notification","Threat Assessment","Threat Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","254","Reminder For Expiring Financial Assessments","False","Subscription","Subscription Notification","Third Party Profile","Third Party Profile","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","255","Third Party Finanical Viability Assessment Expired","False","Subscription","Subscription Notification","Third Party Profile","Third Party Profile","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","256","Contract Expired","False","Subscription","Subscription Notification","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","257","Reminder For Expiring Contracts","False","Subscription","Subscription Notification","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","258","MSA Reopened","False","Subscription","Subscription Notification","Master Service Agreement","Master Service Agreement","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","259","MSA Awaiting Review","False","Subscription","Subscription Notification","Master Service Agreement","Master Service Agreement","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","260","MSA Expired","False","Subscription","Subscription Notification","Master Service Agreement","Master Service Agreement","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","261","Reminder For Expiring MSA","False","Subscription","Subscription Notification","Master Service Agreement","Master Service Agreement","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","262","Reminder For Expired Document","False","Subscription","Subscription Notification","Third Party Document Repository","Third Party Document Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","263","Vendor Documents Expired","False","Subscription","Subscription Notification","Third Party Document Repository","Third Party Document Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","271","Reminder For Un-submitted Engagement Assessments","False","Subscription","Subscription Notification","Engagement Risk Assessments","Engagement Risk Assessments","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","272","Assessment Review Reminder","False","Subscription","Subscription Notification","Engagement Risk Assessments","Engagement Risk Assessments","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","273","Assessment Moved To Awaiting Review","False","Subscription","Subscription Notification","Engagement Risk Assessments","Engagement Risk Assessments","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","274","Engagement Assessment Assignment","False","Subscription","Subscription Notification","Engagement Risk Assessments","Engagement Risk Assessments","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","275","Engagement Assessment Reopened","False","Subscription","Subscription Notification","Engagement Risk Assessments","Engagement Risk Assessments","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","277","Notification 4: Remediation Plan Created","False","Subscription","Subscription Notification","Remediation Plans","Remediation Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","278","Notification 5: Remediation Plan Approved","False","Subscription","Subscription Notification","Remediation Plans","Remediation Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","279","Notification 3: New Findings Created","True","Subscription","Subscription Notification","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","280","Notification 4: Finding Approved","False","Subscription","Subscription Notification","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","281","Notification 5: Remediation Completed","False","Subscription","Subscription Notification","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","282","VRM: Notification 6 - Reminder for Overdue Finding","False","Subscription","Subscription Notification","Findings","Findings","2021-09-11T13:08:47.737Z","User, Migration"
"#EntityModel.LightNotification","283","New Change Request For Audit Plan","False","Subscription","Subscription Notification","Audit Plan","Audit Plan","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","284","Audit Workpaper Submitter Assignment","True","Subscription","Subscription Notification","Audit Workpaper","Audit Workpaper","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","285","Audit Workpaper Reviewer Assignment","True","Subscription","Subscription Notification","Audit Workpaper","Audit Workpaper","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","286","Assessment Expiration Date Approaching","True","Subscription","Subscription Notification","Audit Entity","Audit Entity","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","287","Audit Entity Assessment is Expired","True","Subscription","Subscription Notification","Audit Entity","Audit Entity","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","290","Notification: Task Assigned","False","Subscription","Subscription Notification","Incident Response Tasks","Incident Response Procedures","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","291","Notification: Task Created","False","Subscription","Subscription Notification","Incident Response Tasks","Incident Response Procedures","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","292","Notification 2: Investigation Closed","False","Subscription","Subscription Notification","Incident Investigations","Incident Investigations","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","293","Notification 1: New Investigation","False","Subscription","Subscription Notification","Incident Investigations","Incident Investigations","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","294","Notification 3: Investigation Status Update","False","Subscription","Subscription Notification","Incident Investigations","Incident Investigations","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","295","Notification 2: Declared Breach","False","Subscription","Subscription Notification","Data Breaches","Data Breaches","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","296","Notification 1: New Breach Record","False","Subscription","Subscription Notification","Data Breaches","Data Breaches","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","297","Notification 5: Addition to Breach Response Team","False","Subscription","Subscription Notification","Data Breaches","Data Breaches","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","298","Notification 6: Notify Breach Tasks","False","Subscription","Subscription Notification","Data Breaches","Data Breaches","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","299","Notification 4: Breach Notification Decision","False","Subscription","Subscription Notification","Data Breaches","Data Breaches","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","300","Notification 3: Data Breach Status Update","False","Subscription","Subscription Notification","Data Breaches","Data Breaches","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","301","Notification 1: Task Assigned","False","Subscription","Subscription Notification","Breach Tasks","Breach Tasks","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","302","Notification 2: Breach Task Updated","False","Subscription","Subscription Notification","Breach Tasks","Breach Tasks","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","303","Notification 3: Breach Task Complete","False","Subscription","Subscription Notification","Breach Tasks","Breach Tasks","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","304","Notification 1: New SOC Policy","False","Subscription","Subscription Notification","SOC Policies","SOC Policies","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","305","Notification 2: Policy Approved","False","Subscription","Subscription Notification","SOC Policies","SOC Policies","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","306","Notification 3: SOC Policy Updated","False","Subscription","Subscription Notification","SOC Policies","SOC Policies","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","307","Notification 4: Policy Rejected","False","Subscription","Subscription Notification","SOC Policies","SOC Policies","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","308","Notification 1: New Security Control ","False","Subscription","Subscription Notification","Security Controls","Security Controls","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","309","Notification 2: Security Control Updated","False","Subscription","Subscription Notification","Security Controls","Security Controls","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","310","Notification 1: New Breach Response Procedure","False","Subscription","Subscription Notification","SOC Procedure Library","Breach Response Procedure Library","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","311","Notification 2: Breach Procedure Library Updated","False","Subscription","Subscription Notification","SOC Procedure Library","Breach Response Procedure Library","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","312","Notification 1: Shift Handover Updated","False","Subscription","Subscription Notification","Shift Handover","Shift Handover","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","313","Notification 1: New Security Incident Record Created","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
